Time	CPU	Thrtl	MotorC	PWM	PackV	Temp	RPM	In1	In2	In3	12V	Mode
21170	32.66	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21180	32.66	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21190	32.46	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21200	32.46	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21210	32.46	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21220	32.46	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21230	32.46	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21240	32.46	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21250	32.46	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21260	32.20	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21270	32.20	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21280	32.20	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21290	32.20	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21300	32.20	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21310	32.20	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21320	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21330	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21340	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21350	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21360	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21370	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21380	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21390	32.22	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21400	32.22	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21410	32.22	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21420	32.22	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21430	32.22	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21440	32.22	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21450	32.22	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21460	32.55	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21470	32.55	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21480	32.55	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21490	32.55	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21500	32.55	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21510	32.55	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21520	32.55	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21530	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21540	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21550	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21560	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21570	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21580	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21590	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21600	32.26	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21610	32.26	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21620	32.26	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21630	32.26	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21640	32.26	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21650	32.26	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21660	32.26	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21670	32.73	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21680	32.73	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21690	32.73	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21700	32.73	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21710	32.73	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21720	32.73	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21730	32.17	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21740	32.17	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21750	32.17	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21760	32.17	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21770	32.17	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21780	32.17	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21790	32.17	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21800	32.28	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21810	32.28	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21820	32.28	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21830	32.28	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21840	32.28	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21850	32.28	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21860	32.28	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21870	32.56	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21880	32.56	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21890	32.56	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21900	32.56	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21910	32.56	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21920	32.56	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21930	32.56	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21940	32.35	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21950	32.35	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21960	32.35	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21970	32.35	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21980	32.35	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
21990	32.35	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22000	32.35	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22010	32.32	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22020	32.32	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22030	32.32	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22040	32.32	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22050	32.32	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22060	32.32	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22070	32.32	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22080	32.36	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22090	32.36	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22100	32.36	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22110	32.36	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22120	32.36	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22130	32.36	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22140	32.05	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22150	32.05	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22160	32.05	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22170	32.05	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22180	32.05	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22190	32.05	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22200	32.05	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22210	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22220	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22230	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22240	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22250	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22260	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22270	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22280	32.23	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22290	32.23	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22300	32.23	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22310	32.23	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22320	32.23	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22330	32.23	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22340	32.23	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22350	32.50	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22360	32.50	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22370	32.50	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22380	32.50	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22390	32.50	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22400	32.50	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22410	32.50	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22420	32.40	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22430	32.40	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22440	32.40	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22450	32.40	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22460	32.40	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22470	32.40	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22480	32.40	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22490	32.34	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22500	32.34	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22510	32.34	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22520	32.34	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22530	32.34	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22540	32.34	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22550	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22560	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22570	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22580	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22590	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22600	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22610	32.38	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22620	32.53	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22630	32.53	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22640	32.53	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22650	32.53	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22660	32.53	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22670	32.53	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22680	32.53	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22690	32.18	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22700	32.18	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22710	32.18	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22720	32.18	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22730	32.18	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22740	32.18	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22750	32.18	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22760	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22770	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22780	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22790	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22800	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22810	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22820	32.63	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22830	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22840	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22850	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22860	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22870	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22880	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22890	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22900	32.37	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22910	32.37	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22920	32.37	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22930	32.37	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22940	32.37	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22950	32.37	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22960	32.61	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22970	32.61	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22980	32.61	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
22990	32.61	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23000	32.61	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23010	32.61	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23020	32.61	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23030	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23040	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23050	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23060	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23070	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23080	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23090	32.09	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23100	32.47	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23110	32.47	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23120	32.47	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23130	32.47	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23140	32.47	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23150	32.47	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23160	32.47	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23170	32.67	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23180	32.67	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23190	32.67	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23200	32.67	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23210	32.67	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23220	32.67	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23230	32.67	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23240	32.14	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23250	32.14	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23260	32.14	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23270	32.14	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23280	32.14	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23290	32.14	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23300	32.14	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23310	32.54	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23320	32.54	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23330	32.54	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23340	32.54	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23350	32.54	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23360	32.54	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23370	32.42	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23380	32.42	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23390	32.42	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23400	32.42	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23410	32.42	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23420	32.42	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23430	32.42	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23440	32.30	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23450	32.30	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23460	32.30	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23470	32.30	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23480	32.30	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23490	32.30	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23500	32.30	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23510	32.41	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23520	32.41	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23530	32.41	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23540	32.41	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23550	32.41	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23560	32.41	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23570	32.41	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23580	32.21	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23590	32.21	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23600	32.21	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23610	32.21	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23620	32.21	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23630	32.21	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23640	32.21	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23650	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23660	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23670	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23680	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
23690	32.45	0	0	0.00	0	13.50	0	0.00	0.00	0.00	13.69	21	Error: Zero voltage after precharge
